,Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year,Region
0,Afghanistan,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,2015,Asia
1,Afghanistan,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2016,Asia
2,Afghanistan,141,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2017,Asia
3,Afghanistan,145,3.632,0.332,0.537,0.255,0.085,0.036,0.191,2018,Asia
4,Afghanistan,154,3.203,0.35,0.517,0.361,0.0,0.025,0.158,2019,Asia
5,Afghanistan,153,2.566900015,0.30070585,0.356433839,0.266051531,0.0,0.001225785,0.135234714,2020,Asia
6,Afghanistan,149,2.523,0.37,0.0,0.126,0.0,0.01,0.122,2021,Asia
7,Albania,95,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,2015,Europe
8,Albania,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,2016,Europe
9,Albania,109,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.039864216,0.201312944,2017,Europe
10,Albania,112,4.586,0.916,0.817,0.79,0.419,0.032,0.149,2018,Europe
11,Albania,107,4.719,0.947,0.848,0.874,0.383,0.027,0.178,2019,Europe
12,Albania,105,4.882699966,0.906653047,0.830483913,0.846329629,0.461945891,0.025361285,0.171027765,2020,Europe
13,Albania,93,5.117,1.008,0.529,0.646,0.491,0.024,0.168,2021,Europe
14,Algeria,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2015,Africa
15,Algeria,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,2016,Africa
16,Algeria,53,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.14609611,0.069436647,2017,Africa
17,Algeria,84,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2018,Africa
18,Algeria,88,5.211,1.002,1.16,0.785,0.086,0.114,0.073,2019,Africa
19,Algeria,100,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.129190654,0.118915014,2020,Africa
20,Algeria,109,4.887,0.946,0.765,0.552,0.119,0.12,0.144,2021,Africa
21,Angola,137,4.033,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,2015,Africa
22,Angola,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2016,Africa
23,Angola,140,3.795000076,0.85842818,1.10441196,0.049868666,0.0,0.069720335,0.09792649,2017,Africa
24,Angola,142,3.795,0.73,1.125,0.269,0.0,0.061,0.079,2018,Africa
25,Argentina,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2015,South America
26,Argentina,26,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,2016,South America
27,Argentina,24,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.059739888,0.109457061,2017,South America
28,Argentina,29,6.388,1.073,1.468,0.744,0.57,0.054,0.062,2018,South America
29,Argentina,47,6.086,1.092,1.432,0.881,0.471,0.05,0.066,2019,South America
30,Argentina,55,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.060415059,0.070100471,2020,South America
31,Argentina,57,5.929,1.162,0.98,0.646,0.544,0.067,0.069,2021,South America
32,Armenia,127,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,2015,Europe
33,Armenia,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,2016,Europe
34,Armenia,121,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.026674422,0.083488092,2017,Europe
35,Armenia,129,4.321,0.816,0.99,0.666,0.26,0.028,0.077,2018,Europe
36,Armenia,116,4.559,0.85,1.055,0.815,0.283,0.064,0.095,2019,Europe
37,Armenia,116,4.676799774,0.808262408,1.034576893,0.77585727,0.378075808,0.104618184,0.107225738,2020,Europe
38,Armenia,86,5.283,0.996,0.758,0.585,0.54,0.198,0.079,2021,Europe
39,Australia,10,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562,2015,Oceania
40,Australia,9,7.313,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2016,Oceania
41,Australia,10,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.30118373,0.47769925,2017,Oceania
42,Australia,10,7.272,1.34,1.573,0.91,0.647,0.302,0.361,2018,Oceania
43,Australia,11,7.228,1.372,1.548,1.036,0.557,0.29,0.332,2019,Oceania
44,Australia,12,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.335996419,0.324973613,2020,Oceania
45,Australia,11,7.183,1.453,1.076,0.801,0.647,0.317,0.291,2021,Oceania
46,Austria,13,7.2,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2015,Europe
47,Austria,12,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2016,Europe
48,Austria,13,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.221060365,0.316472322,2017,Europe
49,Austria,12,7.139,1.341,1.504,0.891,0.617,0.224,0.242,2018,Europe
50,Austria,10,7.246,1.376,1.475,1.016,0.532,0.226,0.244,2019,Europe
51,Austria,9,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.281256139,0.255509764,2020,Europe
52,Austria,10,7.268,1.492,1.062,0.782,0.64,0.292,0.215,2021,Europe
53,Azerbaijan,80,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2015,Europe
54,Azerbaijan,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2016,Europe
55,Azerbaijan,85,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.180987507,0.04526934,2017,Europe
56,Azerbaijan,87,5.201,1.024,1.161,0.603,0.43,0.176,0.031,2018,Europe
57,Azerbaijan,90,5.208,1.043,1.147,0.769,0.351,0.182,0.035,2019,Europe
58,Azerbaijan,89,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.247307181,0.040113214,2020,Europe
59,Azerbaijan,90,5.171,1.025,0.841,0.541,0.526,0.276,0.043,2021,Europe
60,Bahrain,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,2015,Asia
61,Bahrain,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2016,Asia
62,Bahrain,41,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.25704217,0.172668487,2017,Asia
63,Bahrain,43,6.105,1.338,1.366,0.698,0.594,0.123,0.243,2018,Asia
64,Bahrain,37,6.199,1.362,1.368,0.871,0.536,0.11,0.255,2019,Asia
65,Bahrain,40,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.126697257,0.287453711,2020,Asia
66,Bahrain,22,6.647,1.409,0.899,0.662,0.661,0.139,0.246,2021,Asia
67,Bangladesh,109,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2015,Asia
68,Bangladesh,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2016,Asia
69,Bangladesh,110,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.123717859,0.172255352,2017,Asia
70,Bangladesh,115,4.5,0.532,0.85,0.579,0.58,0.144,0.153,2018,Asia
71,Bangladesh,125,4.456,0.562,0.928,0.723,0.527,0.143,0.166,2019,Asia
72,Bangladesh,107,4.832799911,0.556156278,0.868800581,0.694940507,0.604130566,0.176735908,0.176745117,2020,Asia
73,Bangladesh,101,5.025,0.635,0.52,0.514,0.603,0.164,0.161,2021,Asia
74,Belarus,59,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2015,Europe
75,Belarus,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2016,Europe
76,Belarus,67,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.156313822,0.155137509,2017,Europe
77,Belarus,73,5.483,1.039,1.498,0.7,0.307,0.154,0.101,2018,Europe
78,Belarus,81,5.323,1.067,1.465,0.789,0.235,0.142,0.094,2019,Europe
79,Belarus,75,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.193607435,0.08993306,2020,Europe
80,Belarus,75,5.534,1.124,1.007,0.56,0.326,0.199,0.07,2021,Europe
81,Belgium,19,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2015,Europe
82,Belgium,18,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2016,Europe
83,Belgium,17,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.251343131,0.231503338,2017,Europe
84,Belgium,16,6.927,1.324,1.483,0.894,0.583,0.24,0.188,2018,Europe
85,Belgium,18,6.923,1.356,1.504,0.986,0.473,0.21,0.16,2019,Europe
86,Belgium,20,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.208724052,0.146966159,2020,Europe
87,Belgium,20,6.834,1.463,0.998,0.747,0.489,0.187,0.088,2021,Europe
88,Belize,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,2016,North America
89,Belize,50,5.955999851,0.907975316,1.081417799,0.450191766,0.547509372,0.096581072,0.240015641,2017,North America
90,Belize,49,5.956,0.807,1.101,0.474,0.593,0.089,0.183,2018,North America
91,Benin,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,2015,Africa
92,Benin,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2016,Africa
93,Benin,143,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,2017,Africa
94,Benin,136,4.141,0.378,0.372,0.24,0.44,0.067,0.163,2018,Africa
95,Benin,102,4.883,0.393,0.437,0.397,0.349,0.082,0.175,2019,Africa
96,Benin,86,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.125931874,0.196670428,2020,Africa
97,Benin,99,5.045,0.507,0.058,0.196,0.457,0.178,0.166,2021,Africa
98,Bhutan,79,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,2015,Asia
99,Bhutan,84,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,2016,Asia
100,Bhutan,97,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.17338039,0.474054545,2017,Asia
101,Bhutan,97,5.082,0.796,1.335,0.527,0.541,0.171,0.364,2018,Asia
102,Bhutan,95,5.082,0.813,1.321,0.604,0.457,0.167,0.37,2019,Asia
103,Bolivia,51,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2015,South America
104,Bolivia,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2016,South America
105,Bolivia,58,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.060477726,0.225560725,2017,South America
106,Bolivia,62,5.752,0.751,1.223,0.508,0.606,0.054,0.141,2018,South America
107,Bolivia,61,5.779,0.776,1.209,0.706,0.511,0.064,0.137,2019,South America
108,Bolivia,65,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.072942637,0.138375074,2020,South America
109,Bolivia,69,5.716,0.842,0.782,0.486,0.6,0.064,0.138,2021,South America
110,Bosnia and Herzegovina,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2015,Europe
111,Bosnia and Herzegovina,87,5.163,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,2016,Europe
112,Bosnia and Herzegovina,90,5.18200016,0.982409418,1.069335938,0.705186307,0.204403177,0.0,0.328867495,2017,Europe
113,Bosnia and Herzegovina,93,5.129,0.915,1.078,0.758,0.28,0.0,0.216,2018,Europe
114,Bosnia and Herzegovina,78,5.386,0.945,1.212,0.845,0.212,0.006,0.263,2019,Europe
115,Bosnia and Herzegovina,69,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.001172487,0.264005244,2020,Europe
116,Bosnia and Herzegovina,64,5.813,1.032,0.919,0.618,0.395,0.005,0.261,2021,Europe
117,Botswana,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,2015,Africa
118,Botswana,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,2016,Africa
119,Botswana,142,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448,2017,Africa
120,Botswana,146,3.59,1.017,1.174,0.417,0.557,0.092,0.042,2018,Africa
121,Botswana,148,3.488,1.041,1.145,0.538,0.455,0.1,0.025,2019,Africa
122,Botswana,147,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.101786368,0.033407487,2020,Africa
123,Botswana,146,3.467,1.099,0.724,0.34,0.539,0.088,0.027,2021,Africa
124,Brazil,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,2015,South America
125,Brazil,17,6.952,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,2016,South America
126,Brazil,22,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.111092761,0.162349895,2017,South America
127,Brazil,28,6.419,0.986,1.474,0.675,0.493,0.088,0.11,2018,South America
128,Brazil,32,6.3,1.004,1.439,0.802,0.39,0.086,0.099,2019,South America
129,Brazil,32,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.106518604,0.131674588,2020,South America
130,Brazil,35,6.33,1.028,0.944,0.571,0.514,0.117,0.142,2021,South America
131,Bulgaria,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,2015,Europe
132,Bulgaria,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,2016,Europe
133,Bulgaria,105,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.011051531,0.113177694,2017,Europe
134,Bulgaria,100,4.933,1.054,1.515,0.712,0.359,0.009,0.064,2018,Europe
135,Bulgaria,97,5.011,1.092,1.513,0.815,0.311,0.004,0.081,2019,Europe
136,Bulgaria,96,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.0,0.103833713,2020,Europe
137,Bulgaria,88,5.266,1.181,1.055,0.583,0.494,0.005,0.125,2021,Europe
138,Burkina Faso,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,2015,Africa
139,Burkina Faso,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,2016,Africa
140,Burkina Faso,134,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685,2017,Africa
141,Burkina Faso,121,4.424,0.314,1.097,0.254,0.312,0.128,0.175,2018,Africa
142,Burkina Faso,115,4.587,0.331,1.056,0.38,0.255,0.113,0.177,2019,Africa
143,Burkina Faso,112,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.126408055,0.186390609,2020,Africa
144,Burkina Faso,113,4.834,0.364,0.472,0.179,0.381,0.122,0.182,2021,Africa
145,Burundi,157,2.905,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,2015,Africa
146,Burundi,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2016,Africa
147,Burundi,154,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,2017,Africa
148,Burundi,156,2.905,0.091,0.627,0.145,0.065,0.076,0.149,2018,Africa
149,Burundi,145,3.775,0.046,0.447,0.38,0.22,0.18,0.176,2019,Africa
150,Burundi,140,3.775300026,0.0,0.403575271,0.295212835,0.275399059,0.212186828,0.187401786,2020,Africa
151,Burundi,140,3.775,0.0,0.062,0.155,0.298,0.212,0.172,2021,Africa
152,Cambodia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,2015,Asia
153,Cambodia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,2016,Asia
154,Cambodia,129,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.068105951,0.385922968,2017,Asia
155,Cambodia,120,4.433,0.549,1.088,0.457,0.696,0.065,0.256,2018,Asia
156,Cambodia,109,4.7,0.574,1.122,0.637,0.609,0.062,0.232,2019,Asia
157,Cambodia,106,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.072837502,0.233342081,2020,Asia
158,Cambodia,114,4.83,0.603,0.68,0.426,0.702,0.061,0.21,2021,Asia
159,Cameroon,133,4.252,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,2015,Africa
160,Cameroon,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2016,Africa
161,Cameroon,107,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.051306631,0.236298457,2017,Africa
162,Cameroon,99,4.975,0.535,0.891,0.182,0.454,0.043,0.183,2018,Africa
163,Cameroon,96,5.044,0.549,0.91,0.331,0.381,0.037,0.187,2019,Africa
164,Cameroon,98,5.084899902,0.503958046,0.89972645,0.270189553,0.439242482,0.054393422,0.198020101,2020,Africa
165,Cameroon,91,5.142,0.543,0.556,0.159,0.425,0.058,0.205,2021,Africa
166,Canada,5,7.427,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811,2015,North America
167,Canada,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2016,North America
168,Canada,7,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.287371516,0.435539722,2017,North America
169,Canada,7,7.328,1.33,1.532,0.896,0.653,0.291,0.321,2018,North America
170,Canada,9,7.278,1.365,1.505,1.039,0.584,0.308,0.285,2019,North America
171,Canada,11,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.351701856,0.28152892,2020,North America
172,Canada,14,7.103,1.447,1.044,0.798,0.648,0.335,0.246,2021,North America
173,Central African Republic,148,3.678,0.0785,0.0,0.06699,0.48879,0.08289,0.23835,2015,Africa
174,Central African Republic,155,2.693000078,0.0,0.0,0.018772686,0.270842046,0.056565076,0.280876487,2017,Africa
175,Central African Republic,155,3.083,0.024,0.0,0.01,0.305,0.038,0.218,2018,Africa
176,Central African Republic,155,3.083,0.026,0.0,0.105,0.225,0.035,0.235,2019,Africa
177,Central African Republic,149,3.475899935,0.041072082,0.0,0.0,0.292814463,0.028264718,0.253513217,2020,Africa
178,Chad,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,2015,Africa
179,Chad,144,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2016,Africa
180,Chad,137,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385,2017,Africa
181,Chad,131,4.301,0.358,0.907,0.053,0.189,0.06,0.181,2018,Africa
182,Chad,132,4.35,0.35,0.766,0.192,0.174,0.078,0.198,2019,Africa
183,Chad,127,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.085755408,0.210805088,2020,Africa
184,Chad,128,4.355,0.255,0.353,0.0,0.24,0.084,0.215,2021,Africa
185,Chile,27,6.67,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2015,South America
186,Chile,24,6.705,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2016,South America
187,Chile,20,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.082287982,0.326662421,2017,South America
188,Chile,25,6.476,1.131,1.331,0.808,0.431,0.061,0.197,2018,South America
189,Chile,26,6.444,1.159,1.369,0.92,0.357,0.056,0.187,2019,South America
190,Chile,39,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.06284935,0.155579001,2020,South America
191,Chile,43,6.172,1.2,0.946,0.678,0.438,0.07,0.159,2021,South America
192,China,84,5.14,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,2015,Asia
193,China,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2016,Asia
194,China,79,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.022794275,0.028806841,2017,Asia
195,China,86,5.246,0.989,1.142,0.799,0.597,0.103,0.029,2018,Asia
196,China,93,5.191,1.029,1.125,0.893,0.521,0.1,0.058,2019,Asia
197,China,94,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.117255554,0.079021044,2020,Asia
198,China,84,5.339,1.061,0.785,0.665,0.636,0.117,0.093,2021,Asia
199,Colombia,33,6.477,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2015,South America
200,Colombia,31,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,2016,South America
201,Colombia,36,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.046668742,0.149014473,2017,South America
202,Colombia,37,6.26,0.96,1.439,0.635,0.531,0.039,0.099,2018,South America
203,Colombia,43,6.125,0.985,1.41,0.841,0.47,0.034,0.099,2019,South America
204,Colombia,44,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.04584837,0.092374094,2020,South America
205,Colombia,52,6.012,1.021,0.866,0.615,0.554,0.063,0.1,2021,South America
206,Comoros,140,3.956,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,2015,Africa
207,Comoros,138,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2016,Africa
208,Comoros,142,3.973,0.274,0.757,0.505,0.142,0.078,0.275,2019,Africa
209,Comoros,134,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.100048535,0.258538276,2020,Africa
210,Comoros,131,4.289,0.488,0.367,0.279,0.202,0.101,0.241,2021,Africa
211,Costa Rica,12,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,2015,North America
212,Costa Rica,14,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,2016,North America
213,Costa Rica,12,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.100106589,0.214613229,2017,North America
214,Costa Rica,13,7.072,1.01,1.459,0.817,0.632,0.101,0.143,2018,North America
215,Costa Rica,12,7.167,1.034,1.441,0.963,0.558,0.093,0.144,2019,North America
216,Costa Rica,15,7.121399879,0.981107712,1.374853611,0.939635336,0.645017743,0.096362092,0.131266311,2020,North America
217,Costa Rica,16,7.069,1.134,0.966,0.722,0.673,0.083,0.105,2021,North America
218,Ivory Coast,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,2015,Africa
219,Ivory Coast,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,2016,Africa
220,Ivory Coast,128,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.130061775,0.20123747,2017,Africa
221,Ivory Coast,107,4.671,0.541,0.872,0.08,0.467,0.103,0.146,2018,Africa
222,Ivory Coast,99,4.944,0.569,0.808,0.232,0.352,0.09,0.154,2019,Africa
223,Ivory Coast,85,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.093495794,0.169915587,2020,Africa
224,Ivory Coast,85,5.306,0.669,0.409,0.052,0.438,0.092,0.177,2021,Africa
225,Croatia,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2015,Europe
226,Croatia,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2016,Europe
227,Croatia,77,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.04310311,0.248002976,2017,Europe
228,Croatia,82,5.321,1.115,1.161,0.737,0.38,0.039,0.12,2018,Europe
229,Croatia,75,5.432,1.155,1.266,0.914,0.296,0.022,0.119,2019,Europe
230,Croatia,79,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.012325006,0.113998979,2020,Europe
231,Croatia,60,5.882,1.251,1.039,0.703,0.453,0.0,0.111,2021,Europe
232,Cyprus,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,2015,Europe
233,Cyprus,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2016,Europe
234,Cyprus,65,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.041237976,0.271254301,2017,Europe
235,Cyprus,61,5.762,1.229,1.191,0.909,0.423,0.035,0.202,2018,Europe
236,Cyprus,49,6.046,1.263,1.223,1.042,0.406,0.041,0.19,2019,Europe
237,Cyprus,45,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.051207144,0.227932334,2020,Europe
238,Cyprus,39,6.223,1.377,0.765,0.801,0.464,0.061,0.178,2021,Europe
239,Czech Republic,31,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2015,Europe
240,Czech Republic,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2016,Europe
241,Czech Republic,23,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.036872927,0.088106759,2017,Europe
242,Czech Republic,21,6.711,1.233,1.489,0.854,0.543,0.034,0.064,2018,Europe
243,Czech Republic,20,6.852,1.269,1.487,0.92,0.457,0.036,0.046,2019,Europe
244,Czech Republic,19,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.049803223,0.046325929,2020,Europe
245,Czech Republic,18,6.965,1.37,1.09,0.703,0.58,0.046,0.052,2021,Europe
246,Denmark,3,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2015,Europe
247,Denmark,1,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2016,Europe
248,Denmark,2,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489,2017,Europe
249,Denmark,3,7.555,1.351,1.59,0.868,0.683,0.408,0.284,2018,Europe
250,Denmark,2,7.6,1.383,1.573,0.996,0.592,0.41,0.252,2019,Europe
251,Denmark,2,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.495260328,0.242793396,2020,Europe
252,Denmark,2,7.62,1.502,1.108,0.763,0.686,0.485,0.208,2021,Europe
253,Djibouti,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2015,Africa
254,Dominican Republic,98,4.885,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,2015,North America
255,Dominican Republic,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,2016,North America
256,Dominican Republic,86,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.113945253,0.18696785,2017,North America
257,Dominican Republic,83,5.302,0.982,1.441,0.614,0.578,0.106,0.12,2018,North America
258,Dominican Republic,77,5.425,1.015,1.401,0.779,0.497,0.101,0.113,2019,North America
259,Dominican Republic,68,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.115945682,0.112196781,2020,North America
260,Dominican Republic,73,5.545,1.106,0.879,0.555,0.581,0.144,0.101,2021,North America
261,Ecuador,48,5.975,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2015,South America
262,Ecuador,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2016,South America
263,Ecuador,44,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.140134647,0.150112465,2017,South America
264,Ecuador,48,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2018,South America
265,Ecuador,50,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2019,South America
266,Ecuador,58,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.086753383,0.115006477,2020,South America
267,Ecuador,66,5.764,0.935,0.806,0.64,0.56,0.062,0.107,2021,South America
268,Egypt,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,2015,Africa
269,Egypt,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,2016,Africa
270,Egypt,104,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443,2017,Africa
271,Egypt,122,4.419,0.885,1.025,0.553,0.312,0.107,0.092,2018,Africa
272,Egypt,137,4.166,0.913,1.039,0.644,0.241,0.067,0.076,2019,Africa
273,Egypt,138,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.095461793,0.068801254,2020,Africa
274,Egypt,132,4.283,0.954,0.647,0.426,0.446,0.092,0.069,2021,Africa
275,El Salvador,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,2015,North America
276,El Salvador,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,2016,North America
